replication_id,method_id,q99_relative_error,mean_relative_error,stoploss_relative_error,regret_cny_per_month
53,EVENT-EMP,0.0940205569566911,0.0137748612032714,0.108386050578809,14051.307577571417
53,GEV,0.0258373248548647,0.0060218355726216,0.04927885450978209,10036.11448167906
53,KDE,0.0448077406377489,0.0060218279501968,0.1916354533922785,10036.11448167906
53,TAIL,0.115610332257802,0.0202626244248569,0.27638296396147155,14817.900658757942
54,EMP,0.3830871210609988,0.1090204070615891,0.8679136467529293,136070.46938946244
54,EVENT-EMP,0.3830871210609988,0.1031182821314859,0.867053572143367,88862.53108521095
54,GEV,0.3013564975799679,0.1090204070615896,0.8429530733440357,118432.8493310924
54,KDE,0.3453910534920791,0.109020407061589,0.8423862902693526,107351.4748676682
54,TAIL,0.3174672053077851,0.1046023032879517,0.8433778338010067,104663.04919399176
55,EMP,0.0422823392989889,0.0027024802237569,0.21645556403711808,10036.11448167906
55,EVENT-EMP,0.0422823392989889,0.0054879792524767,0.14233970353570866,10036.11448167906
55,GEV,0.253732591266908,0.0029005142751417,0.2525623760096299,10036.11448167906
55,KDE,0.1008353264920705,0.002702465198676,0.44331572698557953,10036.11448167906
55,TAIL,0.0734780713372623,0.0052352605784361,0.07866477953609069,10036.11448167906
56,EMP,0.1283642764220187,0.0121858628612937,0.06479209075698833,8155.916724461958
56,EVENT-EMP,0.1283642764220187,0.019167170000184,0.11764155878377551,14051.307577571417
56,GEV,0.0529425043932501,0.0121858628612931,0.0463435976398443,8018.412491275205
56,KDE,0.0851000199987301,0.0121858628614433,0.15453320240953,14817.900658757942
56,TAIL,0.0211411598163916,0.020970633570793,0.1495815881328083,14051.307577571417
57,EMP,0.143250472972941,0.0330676904652182,0.3421610104640389,10079.000710265711
57,EVENT-EMP,0.143250472972941,0.056226367542988404,0.3767358931184349,11694.884523560293
57,GEV,0.0653313030229561,0.0330678284643167,0.31327809319859706,13195.592920953408
57,KDE,0.0917784850056731,0.0330676904651801,0.1841540542982247,9701.837565755472
57,TAIL,0.1461316018286134,0.0603419465122755,0.47487355292334044,18552.961203472998
58,EMP,0.0862924997153255,0.0702830669812123,0.538568824334693,15427.448039939212
58,EVENT-EMP,0.0862924997153255,0.046443192753811,0.441021104034343,14817.900658757942
58,GEV,0.0206126453075214,0.0702830669812113,0.5653361898510086,17924.637738980146
58,KDE,0.0335986214191607,0.0702830669930609,0.7320145811595037,14817.900658757942
58,TAIL,0.1708566863292952,0.0490768305191312,0.5310808285915548,14817.900658757942
59,EMP,0.24726043556314417,0.0432059974965048,0.5779041087633089,70257.49381088134
59,EVENT-EMP,0.24726043556314417,0.0627514677957299,0.604968604348193,80942.96914148207
59,GEV,0.2023821730410578,0.0432059974965074,0.554280973339318,12066.150986068262
59,KDE,0.2167168951610914,0.0432059974965044,0.4897523222231998,9817.170532261953
59,TAIL,0.1357244067889248,0.0477654746613087,0.42327442560134915,14327.577766618071
60,EMP,0.0749079635837423,0.031562881682546,0.15498608591848084,9259.021062845364
60,EVENT-EMP,0.0749079635837423,0.0240291449772556,0.16055966643659283,7447.950271528835
60,GEV,0.009015482317302,0.0315628885898889,0.12250620863840014,12642.672545624897
60,KDE,0.028233228926525505,0.0315628815632435,0.012163337972149902,28785.54529624184
60,TAIL,0.0513060566223886,0.0241490385726323,0.07162775676906975,13325.692054702902
61,EMP,0.24279945270118908,0.0510464014749691,0.5272680292837748,24862.081101741333
61,EVENT-EMP,0.24279945270118908,0.0497690779970087,0.5238524408656153,13139.169448121453
61,GEV,0.1663980933377095,0.0510464014764764,0.5038093108183211,15296.430749691095
61,KDE,0.2064422381680952,0.0510464014749689,0.4462475429900763,10853.355068269806
61,TAIL,0.0610192640609935,0.027136981673919,0.22072041417907773,9647.798364972696
62,EMP,0.0602171426637734,0.0153603044960771,0.05980303000383466,7380.806521473245
62,EVENT-EMP,0.0602171426637734,0.0176028837143626,0.08120750336817045,7363.240403844768
62,GEV,0.0498061716523004,0.0153600267167745,0.110458178210762,14051.307577571417
62,KDE,0.010427816556328,0.0153603045504433,0.2740216256530729,14817.900658757942
62,TAIL,0.0899533418688114,0.0317585498096723,0.31133286909955277,14817.900658757942
63,EMP,0.1155502622006967,0.0424000137664538,0.5698895667973146,14817.900658757942
63,EVENT-EMP,0.1155502622006967,0.05688736072530879,0.5347120152083211,14817.900658757942
63,GEV,0.282301263683814,0.0423774536264693,0.630974057361803,14817.900658757942
63,KDE,0.1807703277500187,0.0424004182255337,0.8775991592918767,14817.900658757942
63,TAIL,0.074421998065533,0.0482334744651951,0.3996040371961824,14817.900658757942
64,EMP,0.1786771451096892,0.0306582681177378,0.3463623787685221,8813.005848665722
64,EVENT-EMP,0.1786771451096892,0.0205598966824846,0.2849582398943501,7889.1677772089215
64,GEV,0.1377885295359509,0.030658268117738,0.3279483939084622,8955.338386322992
64,KDE,0.141434193580203,0.030658268117738,0.24137178108633256,7946.9622677114485
64,TAIL,0.0575099026616622,0.0197591031529188,0.18395340718265427,8917.07961978422
65,EMP,0.2363220393835715,0.0303115584523908,0.376754761724371,9663.522371717108
